CVE_ID
CVE-2020-18702
CVE-2021-32285
CVE-2017-16009
CVE-2019-20919
CVE-2021-32715
CVE-2016-11014
CVE-2020-36604
CVE-2017-2598
CVE-2020-19488
CVE-2016-1517
CVE-2021-39539
CVE-2018-1000046
CVE-2016-10523
CVE-2020-18178
CVE-2018-20301
CVE-2017-16008
CVE-2021-3521
CVE-2020-19284
CVE-2020-25912
CVE-2020-21816
CVE-2016-7517
CVE-2017-16025
CVE-2020-35531
CVE-2021-39561
CVE-2019-13309
CVE-2017-18354
CVE-2020-20129
CVE-2021-22873
CVE-2016-10522
CVE-2020-22674
CVE-2020-20490
CVE-2020-23680
CVE-2021-34340
CVE-2018-25033
CVE-2021-23206
CVE-2020-21606
CVE-2021-3258
CVE-2021-39521
CVE-2016-10749
CVE-2020-27601
CVE-2021-30080
CVE-2020-10688
CVE-2019-15167
CVE-2016-1000352
CVE-2020-23719
CVE-2020-21333
CVE-2020-23710
CVE-2020-23478
CVE-2017-6216
CVE-2016-10195
CVE-2016-3062
CVE-2019-10800
CVE-2021-39514
CVE-2020-22330
CVE-2016-3139
CVE-2020-35530
CVE-2019-25047
CVE-2016-10533
CVE-2020-18065
CVE-2020-18773
CVE-2020-12459
CVE-2016-4445
CVE-2020-36400
CVE-2020-18144
CVE-2020-18470
CVE-2021-32299
CVE-2020-20486
CVE-2020-19268
CVE-2020-24829
CVE-2017-2613
CVE-2021-39515
CVE-2020-10683
CVE-2020-20907
CVE-2021-39562
CVE-2020-21087
CVE-2017-16022
CVE-2016-7531
CVE-2021-39545
CVE-2020-36368
CVE-2019-6112
CVE-2020-23178
CVE-2017-16909
CVE-2020-19290
CVE-2020-18964
CVE-2020-21598
CVE-2020-18477
CVE-2020-20691
CVE-2020-27799
CVE-2020-21843
CVE-2020-26938
CVE-2020-21131
CVE-2021-3644
CVE-2020-23702
CVE-2021-39523
CVE-2017-16020
CVE-2020-19704
CVE-2017-11171
CVE-2018-25020
CVE-2017-20004
CVE-2016-9128
CVE-2020-18439
CVE-2017-10804
CVE-2021-32276
CVE-2020-22210
CVE-2018-20348
CVE-2020-19669
CVE-2016-5431
CVE-2020-23873
CVE-2020-21930
CVE-2020-21057
CVE-2016-8614
CVE-2016-7521
CVE-2020-36366
CVE-2018-9839
CVE-2018-21233
CVE-2018-11227
CVE-2020-18544
CVE-2016-8641
CVE-2020-36379
CVE-2019-20933
CVE-2020-18123
CVE-2021-32283
CVE-2020-21677
CVE-2020-36369
CVE-2018-1000889
CVE-2020-19497
CVE-2021-46822
CVE-2020-21784
CVE-2020-27798
CVE-2020-22312
CVE-2018-1000883
CVE-2016-1000342
CVE-2016-7151
CVE-2021-28276
CVE-2020-19113
CVE-2017-2669
CVE-2020-22650
CVE-2019-18676
CVE-2021-39595
CVE-2020-23622
CVE-2020-20277
CVE-2020-23302
CVE-2020-18469
