CVE_ID,type_info,delta_t,Published_date,Severity
CVE-2018-7408,github,0.0,2018-02-22T18:29Z,HIGH
CVE-2020-13320,twitter,1.0,2020-09-30T18:15Z,MEDIUM
CVE-2018-0995,twitter,1.0,2018-04-12T01:29Z,HIGH
CVE-2019-10301,twitter,1.0,2019-04-18T17:29Z,HIGH
CVE-2021-2398,twitter,1.0,2021-07-21T15:15Z,HIGH
CVE-2017-13133,twitter,28.0,2017-08-23T03:29Z,MEDIUM
CVE-2019-8593,twitter,219.0,2019-12-18T18:15Z,HIGH
CVE-2018-6834,github,7.0,2018-02-08T07:29Z,MEDIUM
CVE-2020-19471,github,784.0,2021-07-21T18:15Z,MEDIUM
CVE-2021-28672,twitter,81.0,2021-03-29T21:15Z,CRITICAL
CVE-2019-18504,twitter,77.0,2019-10-28T15:15Z,
CVE-2017-6350,github,0.0,2017-02-27T07:59Z,CRITICAL
CVE-2017-13044,github,0.0,2017-09-14T06:29Z,CRITICAL
CVE-2016-9905,twitter,544.0,2018-06-11T21:29Z,HIGH
CVE-2019-7393,twitter,1.0,2019-05-28T19:29Z,MEDIUM
CVE-2018-11256,redhat,10.0,2018-05-18T19:29Z,MEDIUM
CVE-2021-34467,twitter,3.0,2021-07-16T21:15Z,HIGH
CVE-2018-3726,github,112.0,2018-06-07T02:29Z,MEDIUM
CVE-2020-14002,twitter,143.0,2020-06-29T18:15Z,MEDIUM
CVE-2020-14415,twitter,7.0,2020-08-27T16:15Z,LOW
CVE-2020-26148,github,1.0,2020-09-30T18:15Z,HIGH
CVE-2019-12209,github,0.0,2019-06-04T21:29Z,HIGH
CVE-2021-36145,github,39.0,2021-07-02T22:15Z,HIGH
CVE-2021-34995,twitter,52.0,2022-01-13T22:15Z,HIGH
CVE-2017-13033,github,0.0,2017-09-14T06:29Z,CRITICAL
CVE-2017-2337,twitter,3.0,2017-07-17T13:18Z,MEDIUM
CVE-2020-3963,twitter,1.0,2020-06-25T15:15Z,MEDIUM
CVE-2019-12904,github,14.0,2019-06-20T00:15Z,MEDIUM
CVE-2017-15210,github,12.0,2017-10-11T01:32Z,MEDIUM
CVE-2018-13082,twitter,1.0,2018-07-03T01:29Z,HIGH
CVE-2017-11525,github,29.0,2017-07-23T03:29Z,MEDIUM
CVE-2021-36168,twitter,210.0,2021-08-04T15:15Z,MEDIUM
CVE-2021-31486,twitter,13.0,2021-06-15T19:15Z,HIGH
CVE-2016-8344,twitter,104.0,2017-02-13T21:59Z,LOW
CVE-2016-2145,github,44.0,2016-04-15T14:59Z,HIGH
CVE-2017-0086,twitter,3.0,2017-03-17T00:59Z,HIGH
CVE-2020-11094,github,3.0,2020-06-04T00:15Z,CRITICAL
CVE-2016-5403,redhat,13.0,2016-08-02T16:59Z,MEDIUM
CVE-2016-9397,twitter,126.0,2017-03-23T18:59Z,HIGH
CVE-2017-17305,twitter,7.0,2018-08-21T13:29Z,MEDIUM
CVE-2018-12264,github,1.0,2018-06-13T11:29Z,HIGH
CVE-2019-18572,twitter,118.0,2019-12-18T21:15Z,CRITICAL
CVE-2020-27914,twitter,108.0,2021-04-02T18:15Z,HIGH
CVE-2021-43812,github,1.0,2021-12-16T19:15Z,MEDIUM
CVE-2017-0219,twitter,2.0,2017-06-15T01:29Z,MEDIUM
CVE-2019-7396,github,18.0,2019-02-05T00:29Z,HIGH
CVE-2021-21999,twitter,1.0,2021-06-23T12:15Z,HIGH
CVE-2021-23005,twitter,21.0,2021-03-31T18:15Z,CRITICAL
CVE-2019-20443,github,7.0,2020-01-28T00:15Z,MEDIUM
CVE-2021-32699,github,1.0,2021-06-22T20:15Z,MEDIUM
CVE-2020-10760,twitter,4.0,2020-07-06T19:15Z,MEDIUM
CVE-2017-16413,twitter,21.0,2017-12-09T06:29Z,HIGH
CVE-2020-21649,github,649.0,2021-10-06T22:15Z,HIGH
CVE-2018-11392,twitter,5.0,2018-05-29T20:29Z,HIGH
CVE-2020-9722,twitter,7.0,2020-08-19T15:15Z,HIGH
CVE-2021-24113,twitter,20.0,2021-02-25T23:15Z,MEDIUM
CVE-2021-28211,twitter,87.0,2021-06-11T16:15Z,MEDIUM
CVE-2020-15277,github,1.0,2020-10-30T18:15Z,HIGH
CVE-2020-25664,redhat,431.0,2020-12-08T21:15Z,MEDIUM
CVE-2018-17314,twitter,1.0,2018-09-26T22:29Z,MEDIUM
CVE-2019-8602,twitter,133.0,2019-12-18T18:15Z,HIGH
CVE-2020-13872,twitter,1.0,2020-06-09T19:15Z,HIGH
CVE-2019-0368,twitter,1.0,2019-10-08T20:15Z,MEDIUM
CVE-2016-2456,twitter,6.0,2016-05-09T10:59Z,HIGH
CVE-2020-6973,twitter,1.0,2020-02-13T00:15Z,MEDIUM
CVE-2019-15516,github,81.0,2019-08-23T15:15Z,HIGH
CVE-2019-6438,twitter,1.0,2019-01-31T09:29Z,CRITICAL
CVE-2016-5948,twitter,76.0,2017-02-01T20:59Z,MEDIUM
CVE-2021-2167,twitter,1.0,2021-04-22T22:15Z,HIGH
CVE-2020-20642,github,680.0,2021-08-19T19:15Z,HIGH
CVE-2020-19676,github,264.0,2020-09-30T18:15Z,MEDIUM
CVE-2021-37671,github,13.0,2021-08-12T22:15Z,HIGH
CVE-2020-20514,github,703.0,2021-09-24T22:15Z,HIGH
CVE-2021-40062,twitter,3.0,2022-03-10T17:43Z,HIGH
CVE-2020-28210,twitter,7.0,2020-11-19T21:15Z,MEDIUM
CVE-2018-14649,github,16.0,2018-10-09T17:29Z,CRITICAL
CVE-2017-3525,twitter,5.0,2017-04-24T19:59Z,MEDIUM
CVE-2021-37658,github,12.0,2021-08-12T21:15Z,HIGH
CVE-2021-26884,twitter,1.0,2021-03-11T16:15Z,MEDIUM
CVE-2017-6430,github,35.0,2017-03-15T15:59Z,MEDIUM
CVE-2020-17138,twitter,1.0,2020-12-10T00:15Z,MEDIUM
CVE-2018-0839,twitter,1.0,2018-02-15T02:29Z,MEDIUM
CVE-2017-3465,twitter,1.0,2017-04-24T19:59Z,MEDIUM
CVE-2021-44717,twitter,23.0,2022-01-01T05:15Z,MEDIUM
CVE-2017-14057,github,3.0,2017-08-31T15:29Z,MEDIUM
CVE-2019-13701,twitter,33.0,2019-11-25T15:15Z,MEDIUM
CVE-2020-2023,github,112.0,2020-06-10T18:15Z,MEDIUM
CVE-2021-29326,github,266.0,2021-11-19T17:15Z,HIGH
CVE-2021-39608,github,10.0,2021-08-23T21:15Z,HIGH
CVE-2018-19092,github,0.0,2018-11-07T19:29Z,MEDIUM
CVE-2017-3463,twitter,3.0,2017-04-24T19:59Z,MEDIUM
CVE-2018-1937,twitter,1.0,2019-03-05T18:29Z,MEDIUM
CVE-2019-13310,github,11.0,2019-07-05T01:15Z,MEDIUM
CVE-2021-20046,twitter,3.0,2022-01-10T14:10Z,HIGH
CVE-2016-0001,twitter,497.0,2017-05-11T14:29Z,
CVE-2019-5715,twitter,51.0,2019-04-11T19:29Z,CRITICAL
CVE-2017-1000450,github,97.0,2018-01-02T17:29Z,HIGH
CVE-2017-16667,github,1.0,2017-11-08T18:29Z,HIGH
CVE-2020-0674,twitter,24.0,2020-02-11T22:15Z,HIGH
CVE-2019-15848,twitter,1.0,2019-09-05T20:15Z,MEDIUM
CVE-2018-0369,twitter,3.0,2018-07-16T17:29Z,HIGH
CVE-2019-16138,github,63.0,2019-09-09T12:15Z,CRITICAL
CVE-2019-19702,github,14.0,2019-12-10T20:15Z,HIGH
CVE-2019-19363,twitter,2.0,2020-01-24T18:15Z,HIGH
CVE-2016-2054,twitter,64.0,2016-04-13T16:59Z,CRITICAL
CVE-2016-9599,redhat,475.0,2018-04-24T01:29Z,HIGH
CVE-2018-17440,twitter,3.0,2018-10-08T16:29Z,CRITICAL
CVE-2017-16933,github,1.0,2017-11-24T05:29Z,HIGH
CVE-2020-21356,github,623.0,2021-08-06T23:15Z,MEDIUM
CVE-2017-11309,twitter,4.0,2017-11-10T02:29Z,CRITICAL
CVE-2017-14759,twitter,1.0,2017-10-03T01:29Z,CRITICAL
CVE-2021-23556,github,542.0,2022-03-17T12:15Z,HIGH
CVE-2017-14091,twitter,1.0,2017-12-16T02:29Z,HIGH
CVE-2018-5122,twitter,128.0,2018-06-11T21:29Z,CRITICAL
CVE-2020-17101,twitter,202.0,2020-11-11T07:15Z,HIGH
CVE-2020-4983,twitter,6.0,2021-01-20T15:15Z,HIGH
CVE-2021-23034,twitter,21.0,2021-09-14T18:15Z,HIGH
CVE-2017-18078,github,35.0,2018-01-29T05:29Z,HIGH
CVE-2017-11428,twitter,414.0,2019-04-17T14:29Z,CRITICAL
CVE-2020-16885,twitter,2.0,2020-10-16T23:15Z,HIGH
CVE-2021-40526,twitter,40.0,2021-10-25T11:15Z,MEDIUM
CVE-2020-27508,github,120.0,2020-12-11T16:15Z,HIGH
CVE-2020-15605,twitter,202.0,2020-08-27T21:15Z,HIGH
CVE-2018-15157,github,23.0,2018-09-01T03:29Z,MEDIUM
CVE-2017-13721,twitter,6.0,2017-10-10T01:30Z,MEDIUM
CVE-2017-15982,twitter,1.0,2017-10-31T07:29Z,CRITICAL
CVE-2017-7376,redhat,248.0,2018-02-19T19:29Z,CRITICAL
CVE-2020-9707,twitter,8.0,2020-08-19T14:15Z,LOW
CVE-2019-9699,twitter,161.0,2019-10-24T16:15Z,MEDIUM
CVE-2016-6722,twitter,34.0,2016-12-13T19:59Z,MEDIUM
CVE-2018-7749,github,2.0,2018-03-12T19:29Z,CRITICAL
CVE-2019-18390,twitter,143.0,2019-12-23T16:15Z,HIGH
CVE-2019-5241,twitter,73.0,2019-06-06T15:29Z,HIGH
CVE-2020-21813,github,493.0,2021-05-17T18:15Z,HIGH
CVE-2016-6303,redhat,21.0,2016-09-16T05:59Z,CRITICAL
CVE-2020-1689,twitter,3.0,2020-10-16T21:15Z,MEDIUM
CVE-2018-6226,twitter,20.0,2018-03-15T19:29Z,MEDIUM
CVE-2020-28184,twitter,1.0,2020-12-24T15:15Z,MEDIUM
CVE-2020-11345,twitter,650.0,2021-12-20T23:15Z,
CVE-2019-6496,twitter,1.0,2019-01-20T20:29Z,HIGH
CVE-2016-6848,twitter,91.0,2016-12-15T06:59Z,MEDIUM
CVE-2021-46340,github,16.0,2022-01-20T22:15Z,MEDIUM
CVE-2021-46545,github,27.0,2022-01-27T21:15Z,MEDIUM
CVE-2021-40850,twitter,3.0,2021-12-17T17:15Z,CRITICAL
CVE-2021-22897,github,18.0,2021-06-11T16:15Z,MEDIUM
CVE-2021-37675,github,13.0,2021-08-12T22:15Z,MEDIUM
CVE-2021-29514,github,30.0,2021-05-14T20:15Z,HIGH
CVE-2018-20589,github,0.0,2018-12-30T18:29Z,MEDIUM
CVE-2019-14836,redhat,343.0,2021-05-26T12:15Z,HIGH
CVE-2020-29142,twitter,1.0,2021-02-15T20:15Z,HIGH
CVE-2017-0230,twitter,3.0,2017-05-12T14:29Z,HIGH
CVE-2016-7047,redhat,733.0,2018-09-11T13:29Z,MEDIUM
CVE-2021-30722,twitter,105.0,2021-09-08T14:15Z,MEDIUM
CVE-2018-0703,twitter,52.0,2019-01-09T23:29Z,HIGH
CVE-2016-4921,twitter,366.0,2017-10-13T17:29Z,HIGH
CVE-2019-5996,twitter,9.0,2019-09-12T17:15Z,HIGH
CVE-2019-10181,redhat,30.0,2019-07-31T23:15Z,HIGH
CVE-2019-19389,github,65.0,2019-12-26T21:15Z,MEDIUM
CVE-2021-38988,twitter,3.0,2022-03-07T17:15Z,MEDIUM
CVE-2020-19038,github,829.0,2021-07-12T17:15Z,CRITICAL
CVE-2017-14525,twitter,1.0,2017-09-28T01:29Z,MEDIUM
CVE-2016-0811,twitter,5.0,2016-02-07T01:59Z,HIGH
CVE-2019-17621,twitter,6.0,2019-12-30T17:15Z,CRITICAL
CVE-2021-39931,twitter,6.0,2021-12-13T16:15Z,MEDIUM
CVE-2020-14293,twitter,3.0,2020-10-02T09:15Z,HIGH
CVE-2018-16137,twitter,101.0,2019-05-13T21:29Z,HIGH
CVE-2018-10313,github,0.0,2018-04-24T02:29Z,MEDIUM
CVE-2019-20041,github,14.0,2019-12-27T08:15Z,CRITICAL
CVE-2017-7512,redhat,36.0,2017-07-07T22:29Z,CRITICAL
CVE-2017-15041,github,1.0,2017-10-05T21:29Z,CRITICAL
CVE-2020-8184,twitter,4.0,2020-06-19T17:15Z,HIGH
CVE-2016-1799,twitter,2.0,2016-05-20T10:59Z,HIGH
CVE-2017-1000033,twitter,3.0,2017-07-17T13:18Z,MEDIUM
CVE-2019-12587,twitter,93.0,2019-09-04T12:15Z,HIGH
CVE-2020-1408,twitter,81.0,2020-07-14T23:15Z,HIGH
CVE-2019-1922,twitter,1.0,2019-07-06T02:15Z,HIGH
CVE-2021-43824,github,0.0,2022-02-22T23:15Z,HIGH
CVE-2018-4358,twitter,190.0,2019-04-03T18:29Z,HIGH
CVE-2020-0791,twitter,2.0,2020-03-12T16:15Z,HIGH
CVE-2018-12804,twitter,10.0,2018-07-20T19:29Z,CRITICAL
CVE-2017-15052,github,58.0,2017-11-27T19:29Z,MEDIUM
CVE-2020-6590,twitter,441.0,2021-04-08T22:15Z,HIGH
CVE-2019-19891,twitter,15.0,2020-01-13T18:15Z,MEDIUM
CVE-2021-1049,twitter,9.0,2022-01-14T20:15Z,CRITICAL
CVE-2020-20276,github,475.0,2020-12-18T19:15Z,CRITICAL
CVE-2017-3458,twitter,5.0,2017-04-24T19:59Z,MEDIUM
CVE-2016-9431,github,119.0,2016-12-12T02:59Z,MEDIUM
CVE-2016-5341,twitter,1.0,2016-12-06T11:59Z,MEDIUM
CVE-2016-6622,twitter,89.0,2016-12-11T02:59Z,MEDIUM
CVE-2018-11767,twitter,10.0,2019-03-21T16:00Z,HIGH
CVE-2018-4037,twitter,6.0,2019-01-10T15:29Z,MEDIUM
CVE-2018-1000632,github,50.0,2018-08-20T19:31Z,HIGH
CVE-2016-7206,twitter,7.0,2016-12-20T06:59Z,MEDIUM
CVE-2019-11838,github,1.0,2019-05-09T14:29Z,CRITICAL
CVE-2019-14615,twitter,3.0,2020-01-17T18:15Z,MEDIUM
CVE-2021-3486,redhat,48.0,2021-05-26T22:15Z,MEDIUM
CVE-2021-21841,twitter,2.0,2021-08-25T19:15Z,HIGH
CVE-2019-10752,github,60.0,2019-10-17T19:15Z,CRITICAL
CVE-2021-40323,github,13.0,2021-10-04T06:15Z,CRITICAL
CVE-2018-12829,twitter,1.0,2018-08-29T13:29Z,CRITICAL
CVE-2020-17006,twitter,19.0,2020-11-11T07:15Z,MEDIUM
CVE-2021-32829,twitter,27.0,2021-08-17T16:15Z,CRITICAL
CVE-2021-3624,twitter,294.0,2022-04-18T17:15Z,HIGH
CVE-2019-12402,twitter,1.0,2019-08-30T09:15Z,HIGH
CVE-2019-0666,twitter,22.0,2019-04-08T23:29Z,HIGH
CVE-2016-5287,twitter,598.0,2018-06-11T21:29Z,CRITICAL
CVE-2021-45832,github,18.0,2022-01-05T21:15Z,MEDIUM
CVE-2021-3537,redhat,10.0,2021-05-14T20:15Z,MEDIUM
CVE-2020-22607,github,452.0,2021-06-28T19:15Z,MEDIUM
CVE-2017-11304,twitter,7.0,2017-12-09T06:29Z,CRITICAL
CVE-2017-16396,twitter,22.0,2017-12-09T06:29Z,HIGH
CVE-2016-7664,twitter,35.0,2017-02-20T08:59Z,LOW
CVE-2021-41035,github,5.0,2021-10-25T15:15Z,CRITICAL
CVE-2020-19289,github,849.0,2021-09-09T23:15Z,MEDIUM
CVE-2016-10235,twitter,364.0,2018-04-04T18:29Z,HIGH
CVE-2017-11812,twitter,3.0,2017-10-13T13:29Z,HIGH
CVE-2020-10285,github,0.0,2020-07-15T21:15Z,CRITICAL
CVE-2017-6921,twitter,571.0,2019-01-15T21:29Z,MEDIUM
CVE-2016-2111,twitter,13.0,2016-04-25T00:59Z,MEDIUM
CVE-2017-16365,twitter,15.0,2017-12-09T06:29Z,HIGH
CVE-2016-3225,twitter,2.0,2016-06-16T01:59Z,HIGH
CVE-2016-5824,github,250.0,2017-01-27T22:59Z,MEDIUM
CVE-2017-11830,twitter,1.0,2017-11-15T03:29Z,MEDIUM
CVE-2020-9869,twitter,21.0,2020-10-22T18:15Z,HIGH
CVE-2016-5364,github,255.0,2017-02-17T17:59Z,MEDIUM
CVE-2021-26273,twitter,57.0,2021-07-07T14:15Z,HIGH
CVE-2016-10038,twitter,40.0,2016-12-24T11:59Z,HIGH
CVE-2017-7911,twitter,3.0,2017-05-06T00:29Z,HIGH
CVE-2018-17197,twitter,2.0,2018-12-24T14:29Z,MEDIUM
CVE-2020-0541,twitter,41.0,2020-06-15T14:15Z,MEDIUM
CVE-2021-30530,twitter,13.0,2021-06-07T20:15Z,HIGH
CVE-2019-17489,github,4.0,2019-10-10T21:15Z,MEDIUM
CVE-2021-26430,twitter,2.0,2021-08-12T18:15Z,MEDIUM
CVE-2017-17824,github,2.0,2017-12-21T04:29Z,MEDIUM
CVE-2019-14587,twitter,205.0,2020-11-23T17:15Z,MEDIUM
CVE-2017-0151,twitter,2.0,2017-03-17T00:59Z,HIGH
CVE-2020-0739,twitter,12.0,2020-02-11T22:15Z,HIGH
CVE-2017-17836,twitter,14.0,2019-01-23T17:29Z,CRITICAL
CVE-2020-10966,github,2.0,2020-03-25T23:15Z,MEDIUM
CVE-2020-5413,twitter,8.0,2020-07-31T20:15Z,CRITICAL
CVE-2016-6801,twitter,7.0,2016-09-21T14:25Z,HIGH
CVE-2021-36087,github,72.0,2021-07-01T03:15Z,LOW
CVE-2021-30034,github,14.0,2021-04-13T00:15Z,MEDIUM
CVE-2019-1125,twitter,28.0,2019-09-03T18:15Z,MEDIUM
CVE-2019-15608,github,169.0,2020-03-15T18:15Z,MEDIUM
CVE-2016-8736,twitter,338.0,2017-10-12T18:29Z,CRITICAL
CVE-2019-13109,github,67.0,2019-06-30T23:15Z,MEDIUM
CVE-2020-15953,github,38.0,2020-07-27T07:15Z,HIGH
CVE-2017-17689,twitter,2.0,2018-05-16T19:29Z,MEDIUM
CVE-2017-13004,github,0.0,2017-09-14T06:29Z,CRITICAL
CVE-2020-26236,github,0.0,2020-11-20T18:15Z,HIGH
CVE-2017-14651,github,3.0,2017-09-21T18:29Z,MEDIUM
CVE-2020-9870,twitter,43.0,2020-10-16T17:15Z,HIGH
CVE-2018-15160,github,23.0,2018-09-01T03:29Z,MEDIUM
CVE-2017-11258,twitter,3.0,2017-08-11T19:29Z,MEDIUM
CVE-2017-6799,github,0.0,2017-03-10T10:59Z,MEDIUM
CVE-2016-7837,twitter,169.0,2017-06-09T16:29Z,HIGH
CVE-2018-0459,twitter,28.0,2018-10-05T14:29Z,MEDIUM
CVE-2018-16750,github,130.0,2018-09-09T15:29Z,MEDIUM
CVE-2016-0026,twitter,2.0,2016-11-10T06:59Z,HIGH
CVE-2017-6387,github,2.0,2017-03-02T01:59Z,MEDIUM
CVE-2021-32648,github,147.0,2021-08-26T19:15Z,CRITICAL
CVE-2020-13112,github,5.0,2020-05-21T16:15Z,CRITICAL
CVE-2018-15152,github,36.0,2018-08-15T17:29Z,CRITICAL
CVE-2018-2715,twitter,1.0,2018-01-18T02:29Z,MEDIUM
CVE-2016-1157,twitter,1.0,2016-02-23T05:59Z,MEDIUM
CVE-2019-10654,github,9.0,2019-03-30T15:29Z,MEDIUM
CVE-2016-4574,twitter,34.0,2016-06-13T19:59Z,HIGH
CVE-2016-9299,twitter,59.0,2017-01-12T23:59Z,CRITICAL
CVE-2021-0157,twitter,7.0,2021-11-17T20:15Z,MEDIUM
CVE-2018-11379,github,33.0,2018-05-22T19:29Z,MEDIUM
CVE-2020-8212,twitter,5.0,2020-08-17T16:15Z,CRITICAL
CVE-2017-13885,twitter,69.0,2018-04-03T06:29Z,HIGH
CVE-2019-5520,twitter,3.0,2019-04-15T18:29Z,MEDIUM
CVE-2021-29149,twitter,7.0,2021-07-22T14:15Z,MEDIUM
CVE-2018-19208,redhat,15.0,2018-11-12T19:29Z,MEDIUM
CVE-2016-1629,twitter,3.0,2016-02-21T18:59Z,CRITICAL
CVE-2020-28009,twitter,2.0,2021-05-06T13:15Z,HIGH
CVE-2019-10146,redhat,308.0,2020-03-18T15:15Z,MEDIUM
CVE-2016-7393,twitter,158.0,2017-02-15T21:59Z,MEDIUM
CVE-2017-1000117,twitter,56.0,2017-10-05T01:29Z,HIGH
CVE-2016-6432,twitter,8.0,2016-10-27T21:59Z,HIGH
CVE-2020-0569,twitter,298.0,2020-11-23T17:15Z,MEDIUM
CVE-2017-8418,github,0.0,2017-05-02T14:59Z,LOW
CVE-2018-17534,twitter,4.0,2018-10-15T19:29Z,MEDIUM
CVE-2019-11163,twitter,5.0,2019-08-19T17:15Z,HIGH
CVE-2020-36282,github,129.0,2021-03-12T01:15Z,CRITICAL
CVE-2021-35415,github,203.0,2021-12-03T22:15Z,MEDIUM
CVE-2020-35539,twitter,584.0,2022-10-17T16:15Z,CRITICAL
CVE-2020-23765,github,328.0,2021-05-21T18:15Z,HIGH
CVE-2021-21599,twitter,5.0,2021-08-16T22:15Z,MEDIUM
CVE-2016-0705,twitter,2.0,2016-03-03T20:59Z,CRITICAL
CVE-2016-8885,redhat,157.0,2017-03-23T18:59Z,MEDIUM
CVE-2017-12158,redhat,49.0,2017-10-26T17:29Z,MEDIUM
CVE-2018-17187,twitter,1.0,2018-11-13T15:29Z,HIGH
CVE-2019-5616,twitter,3.0,2019-03-15T21:29Z,MEDIUM
CVE-2021-37915,twitter,2.0,2021-10-28T12:15Z,HIGH
CVE-2018-10873,redhat,50.0,2018-08-17T12:29Z,HIGH
CVE-2017-7239,github,7.0,2017-04-10T15:59Z,CRITICAL
CVE-2021-2396,twitter,1.0,2021-07-21T15:15Z,HIGH
CVE-2019-20868,twitter,318.0,2020-06-19T16:15Z,HIGH
CVE-2019-19097,twitter,17.0,2020-04-02T20:15Z,HIGH
CVE-2017-5793,twitter,276.0,2018-02-15T22:29Z,HIGH
CVE-2018-14825,twitter,6.0,2018-09-24T19:29Z,MEDIUM
CVE-2017-5358,twitter,21.0,2017-03-15T15:59Z,CRITICAL
CVE-2020-35224,twitter,1.0,2021-03-10T18:15Z,MEDIUM
CVE-2020-1811,twitter,26.0,2020-02-18T00:15Z,HIGH
CVE-2020-9848,twitter,13.0,2020-06-09T17:15Z,LOW
CVE-2019-10879,github,13.0,2019-04-05T05:29Z,CRITICAL
CVE-2017-14921,github,21.0,2017-09-30T01:29Z,MEDIUM
CVE-2018-14919,twitter,80.0,2019-06-28T17:15Z,MEDIUM
CVE-2017-9205,github,8.0,2017-05-23T04:29Z,MEDIUM
CVE-2018-6832,twitter,33.0,2018-07-09T17:29Z,HIGH
CVE-2018-25022,github,1337.0,2021-12-13T01:15Z,LOW
CVE-2018-1117,redhat,46.0,2018-06-20T01:29Z,CRITICAL
CVE-2021-29280,twitter,5.0,2021-08-19T16:15Z,MEDIUM
CVE-2017-0593,twitter,10.0,2017-05-12T15:29Z,HIGH
CVE-2021-43255,twitter,1.0,2021-12-15T15:15Z,MEDIUM
CVE-2021-32675,github,0.0,2021-10-04T18:15Z,HIGH
CVE-2021-3055,twitter,85.0,2021-09-08T17:15Z,MEDIUM
CVE-2021-33657,github,122.0,2022-04-01T23:15Z,HIGH
CVE-2018-20467,github,19.0,2018-12-26T03:29Z,MEDIUM
CVE-2020-7471,github,0.0,2020-02-03T12:15Z,CRITICAL
CVE-2021-4175,github,2.0,2021-12-29T15:15Z,MEDIUM
CVE-2017-0240,twitter,3.0,2017-05-12T14:29Z,HIGH
CVE-2021-1801,twitter,49.0,2021-04-02T19:15Z,MEDIUM
CVE-2018-19364,twitter,23.0,2018-12-13T19:29Z,MEDIUM
CVE-2016-8692,github,123.0,2017-02-15T19:59Z,MEDIUM
CVE-2021-27983,github,283.0,2021-12-10T19:15Z,CRITICAL
CVE-2020-36425,github,424.0,2021-07-19T17:15Z,MEDIUM
CVE-2018-9144,github,1.0,2018-03-30T08:29Z,HIGH
CVE-2017-1315,twitter,91.0,2018-07-03T19:29Z,MEDIUM
CVE-2016-1790,twitter,2.0,2016-05-20T10:59Z,LOW
CVE-2016-8418,twitter,1.0,2017-02-08T15:59Z,CRITICAL
CVE-2021-41842,twitter,1.0,2022-01-06T00:15Z,CRITICAL
CVE-2018-7225,github,0.0,2018-02-19T15:29Z,CRITICAL
CVE-2017-0244,twitter,3.0,2017-05-12T14:29Z,MEDIUM
CVE-2020-5276,github,5.0,2020-04-20T17:15Z,MEDIUM
CVE-2016-3238,twitter,1.0,2016-07-13T01:59Z,HIGH
CVE-2021-23128,twitter,2.0,2021-03-04T18:15Z,CRITICAL
CVE-2019-0725,twitter,2.0,2019-05-16T19:29Z,CRITICAL
CVE-2019-18425,twitter,86.0,2019-10-31T14:15Z,CRITICAL
CVE-2021-36769,twitter,1.0,2021-07-17T00:15Z,MEDIUM
CVE-2020-8569,github,114.0,2021-01-21T17:15Z,MEDIUM
CVE-2018-11788,twitter,1.0,2019-01-07T16:29Z,CRITICAL
CVE-2018-16974,github,14.0,2018-09-12T21:29Z,CRITICAL
CVE-2018-4955,twitter,44.0,2018-07-09T19:29Z,HIGH
CVE-2019-9495,twitter,7.0,2019-04-17T14:29Z,LOW
CVE-2018-14345,github,0.0,2018-07-17T14:29Z,HIGH
CVE-2019-20896,twitter,340.0,2020-07-07T19:15Z,CRITICAL
CVE-2021-20337,twitter,3.0,2021-07-26T12:15Z,HIGH
CVE-2017-8465,twitter,2.0,2017-06-15T01:29Z,HIGH
CVE-2021-20719,twitter,7.0,2021-05-20T02:15Z,MEDIUM
CVE-2020-27842,redhat,22.0,2021-01-05T18:15Z,MEDIUM
CVE-2021-29502,twitter,124.0,2021-05-10T18:15Z,MEDIUM
CVE-2019-11247,twitter,24.0,2019-08-29T01:15Z,HIGH
CVE-2019-1350,twitter,43.0,2020-01-24T21:15Z,HIGH
CVE-2019-14042,twitter,28.0,2020-06-02T15:15Z,HIGH
CVE-2018-8350,twitter,1.0,2018-08-15T17:29Z,HIGH
CVE-2020-4579,twitter,24.0,2020-09-21T15:15Z,HIGH
CVE-2019-12136,github,1.0,2019-05-16T03:29Z,MEDIUM
CVE-2021-4073,twitter,5.0,2021-12-14T16:15Z,HIGH
CVE-2018-11801,twitter,33.0,2019-06-11T17:29Z,CRITICAL
CVE-2018-20663,github,13.0,2019-01-03T19:29Z,MEDIUM
CVE-2019-4071,twitter,1.0,2019-05-09T15:29Z,HIGH
CVE-2021-27290,twitter,1.0,2021-03-12T22:15Z,HIGH
CVE-2020-27944,twitter,108.0,2021-04-02T18:15Z,HIGH
CVE-2021-39595,github,409.0,2021-09-20T16:15Z,HIGH
CVE-2021-35083,twitter,7.0,2022-06-14T10:15Z,CRITICAL
CVE-2019-14821,redhat,21.0,2019-09-19T18:15Z,HIGH
CVE-2018-18556,twitter,41.0,2018-12-17T19:29Z,CRITICAL
CVE-2016-3714,twitter,2.0,2016-05-05T18:59Z,HIGH
CVE-2019-13980,github,51.0,2019-07-19T15:15Z,HIGH
CVE-2016-1930,twitter,2.0,2016-01-31T18:59Z,CRITICAL
CVE-2016-5332,twitter,19.0,2016-08-31T01:59Z,MEDIUM
CVE-2018-4131,twitter,4.0,2018-04-03T06:29Z,HIGH
CVE-2019-8432,github,40.0,2019-02-18T00:29Z,MEDIUM
CVE-2021-29540,github,22.0,2021-05-14T20:15Z,HIGH
CVE-2016-0202,twitter,71.0,2017-02-08T22:59Z,LOW
CVE-2019-1611,twitter,5.0,2019-03-11T21:29Z,MEDIUM
CVE-2020-12885,github,43.0,2020-06-18T19:15Z,HIGH
CVE-2018-3704,twitter,1.0,2018-12-14T00:29Z,HIGH
CVE-2020-28023,twitter,2.0,2021-05-06T13:15Z,HIGH
