CVE_ID,type_info,delta_t,Published_date,Severity
CVE-2018-11066,twitter,6.0,2018-11-26T20:29Z,CRITICAL
CVE-2017-4965,twitter,33.0,2017-06-13T06:29Z,MEDIUM
CVE-2017-7154,twitter,2.0,2017-12-27T17:08Z,MEDIUM
CVE-2017-11341,redhat,3.0,2017-07-17T13:18Z,HIGH
CVE-2021-45856,twitter,1.0,2022-01-10T14:11Z,HIGH
CVE-2019-18609,github,27.0,2019-12-01T22:15Z,CRITICAL
CVE-2021-22982,twitter,2.0,2021-02-12T18:15Z,HIGH
CVE-2018-18735,twitter,1.0,2018-10-29T12:29Z,HIGH
CVE-2018-8447,twitter,2.0,2018-09-13T00:29Z,HIGH
CVE-2017-16787,twitter,1.0,2017-12-15T18:29Z,MEDIUM
CVE-2020-10532,twitter,49.0,2020-03-12T19:15Z,HIGH
CVE-2016-6689,twitter,4.0,2016-10-10T11:00Z,MEDIUM
CVE-2017-11775,twitter,3.0,2017-10-13T13:29Z,MEDIUM
CVE-2018-1000117,github,1.0,2018-03-07T14:29Z,MEDIUM
CVE-2018-1000651,github,28.0,2018-08-20T19:31Z,CRITICAL
CVE-2019-7726,github,778.0,2020-12-31T05:15Z,CRITICAL
CVE-2019-9382,twitter,24.0,2019-09-27T19:15Z,HIGH
CVE-2017-11234,twitter,3.0,2017-08-11T19:29Z,HIGH
CVE-2019-4730,twitter,1.0,2021-06-01T14:15Z,HIGH
CVE-2020-27905,twitter,32.0,2020-12-08T21:15Z,HIGH
CVE-2020-14400,github,20.0,2020-06-17T16:15Z,HIGH
CVE-2020-18754,twitter,478.0,2021-08-13T17:15Z,HIGH
CVE-2020-27822,redhat,4.0,2020-12-08T01:15Z,MEDIUM
CVE-2019-7585,github,21.0,2019-02-07T18:29Z,CRITICAL
CVE-2017-3470,twitter,5.0,2017-04-24T19:59Z,MEDIUM
CVE-2018-1000053,github,16.0,2018-02-09T23:29Z,HIGH
CVE-2018-9233,twitter,1.0,2018-04-05T17:29Z,HIGH
CVE-2018-17228,github,0.0,2018-09-19T21:29Z,CRITICAL
CVE-2020-14959,twitter,1.0,2020-06-22T00:15Z,MEDIUM
CVE-2019-14690,github,0.0,2019-08-06T13:15Z,HIGH
CVE-2017-10664,twitter,34.0,2017-08-02T19:29Z,HIGH
CVE-2018-11716,twitter,3.0,2018-07-16T14:29Z,CRITICAL
CVE-2020-14418,twitter,60.0,2021-01-30T06:15Z,HIGH
CVE-2020-12390,twitter,21.0,2020-05-26T18:15Z,CRITICAL
CVE-2020-35220,twitter,1.0,2021-03-10T18:15Z,
CVE-2021-37657,github,12.0,2021-08-12T21:15Z,HIGH
CVE-2020-26208,github,468.0,2022-02-02T12:15Z,MEDIUM
CVE-2017-13875,twitter,18.0,2017-12-25T21:29Z,HIGH
CVE-2020-25927,twitter,7.0,2021-08-18T19:15Z,HIGH
CVE-2017-11840,twitter,1.0,2017-11-15T03:29Z,HIGH
CVE-2017-11870,twitter,1.0,2017-11-15T03:29Z,HIGH
CVE-2020-35497,redhat,4.0,2020-12-21T17:15Z,MEDIUM
CVE-2019-19345,redhat,59.0,2020-03-20T15:15Z,HIGH
CVE-2018-0511,twitter,1.0,2018-02-01T14:29Z,MEDIUM
CVE-2021-27903,github,133.0,2021-06-30T12:15Z,CRITICAL
CVE-2020-25461,github,91.0,2020-12-04T17:15Z,HIGH
CVE-2019-11806,twitter,4.0,2019-08-20T13:15Z,LOW
CVE-2019-18577,twitter,204.0,2020-03-13T21:15Z,MEDIUM
CVE-2018-10185,github,0.0,2018-04-17T19:29Z,HIGH
CVE-2018-18935,github,5.0,2018-11-05T09:29Z,HIGH
CVE-2016-7443,twitter,1.0,2018-03-07T02:29Z,CRITICAL
CVE-2020-36517,github,517.0,2022-03-10T17:41Z,HIGH
CVE-2021-34478,twitter,2.0,2021-08-12T18:15Z,HIGH
CVE-2021-34068,github,31.0,2021-06-23T22:15Z,MEDIUM
CVE-2019-11490,github,1.0,2019-04-24T03:29Z,HIGH
CVE-2021-23138,twitter,20.0,2022-01-14T20:15Z,HIGH
CVE-2016-4683,twitter,116.0,2017-02-20T08:59Z,HIGH
CVE-2016-8795,twitter,129.0,2017-04-02T20:59Z,MEDIUM
CVE-2021-43990,twitter,1.0,2022-04-20T16:15Z,MEDIUM
CVE-2021-34122,github,301.0,2022-03-10T17:42Z,MEDIUM
CVE-2021-44622,twitter,1.0,2022-03-10T17:44Z,CRITICAL
CVE-2020-13622,github,3.0,2020-05-27T00:15Z,HIGH
CVE-2020-2050,twitter,1.0,2020-11-12T00:15Z,HIGH
CVE-2020-9575,twitter,9.0,2020-06-25T22:15Z,HIGH
CVE-2016-8609,redhat,651.0,2018-08-01T17:29Z,HIGH
CVE-2019-9927,github,28.0,2019-03-22T08:29Z,CRITICAL
CVE-2020-13007,twitter,458.0,2021-06-11T22:15Z,
CVE-2018-12203,twitter,52.0,2019-03-14T20:29Z,MEDIUM
CVE-2017-7649,github,268.0,2017-09-11T16:29Z,CRITICAL
CVE-2021-28428,github,317.0,2022-04-05T16:15Z,CRITICAL
CVE-2016-8963,twitter,27.0,2017-02-01T22:59Z,MEDIUM
CVE-2019-11930,github,36.0,2019-12-04T17:16Z,CRITICAL
CVE-2021-44971,twitter,45.0,2022-01-28T19:15Z,CRITICAL
CVE-2021-41191,github,8.0,2021-10-27T21:15Z,HIGH
CVE-2021-4216,github,219.0,2022-08-26T16:15Z,MEDIUM
CVE-2021-23971,twitter,3.0,2021-02-26T02:15Z,MEDIUM
CVE-2020-13599,twitter,1.0,2021-05-25T17:15Z,LOW
CVE-2021-36547,github,422.0,2021-10-28T20:15Z,CRITICAL
CVE-2019-7327,github,11.0,2019-02-04T19:29Z,MEDIUM
CVE-2016-1550,twitter,247.0,2017-01-06T21:59Z,MEDIUM
CVE-2020-7567,twitter,275.0,2020-11-19T22:15Z,MEDIUM
CVE-2021-44957,github,229.0,2022-02-08T15:15Z,MEDIUM
CVE-2020-8288,twitter,5.0,2021-01-26T18:16Z,MEDIUM
CVE-2021-21360,github,7.0,2021-03-09T01:15Z,MEDIUM
CVE-2019-19388,github,0.0,2019-11-29T00:15Z,MEDIUM
CVE-2017-3167,twitter,1.0,2017-06-20T01:29Z,CRITICAL
CVE-2020-8910,github,12.0,2020-03-26T12:15Z,MEDIUM
CVE-2020-4644,twitter,103.0,2020-07-29T14:15Z,MEDIUM
CVE-2020-10685,redhat,54.0,2020-05-11T14:15Z,MEDIUM
CVE-2017-10836,twitter,1.0,2017-08-29T01:35Z,HIGH
CVE-2017-8331,twitter,11.0,2019-06-18T20:15Z,HIGH
CVE-2017-1000477,github,44.0,2018-01-03T18:29Z,HIGH
CVE-2017-12877,github,19.0,2017-08-28T19:29Z,MEDIUM
CVE-2019-12472,twitter,28.0,2019-07-10T16:15Z,HIGH
CVE-2020-16919,twitter,2.0,2020-10-16T23:15Z,MEDIUM
CVE-2020-26255,github,7.0,2020-12-08T15:15Z,CRITICAL
CVE-2019-6735,twitter,2.0,2019-03-21T16:01Z,MEDIUM
CVE-2020-23330,github,458.0,2021-08-17T22:15Z,HIGH
CVE-2019-16779,github,3.0,2019-12-16T20:15Z,MEDIUM
CVE-2016-4448,redhat,17.0,2016-06-09T16:59Z,CRITICAL
CVE-2019-13336,twitter,54.0,2019-10-08T13:15Z,CRITICAL
CVE-2018-6361,twitter,2.0,2018-05-11T21:29Z,MEDIUM
CVE-2020-1515,twitter,6.0,2020-08-17T19:15Z,HIGH
CVE-2021-31507,twitter,14.0,2021-06-29T15:15Z,HIGH
CVE-2016-8734,twitter,321.0,2017-10-16T13:29Z,MEDIUM
CVE-2017-6663,twitter,12.0,2017-08-07T06:29Z,MEDIUM
CVE-2017-11347,twitter,1.0,2017-07-17T13:18Z,HIGH
CVE-2021-41772,twitter,4.0,2021-11-08T06:15Z,HIGH
CVE-2017-11799,twitter,3.0,2017-10-13T13:29Z,HIGH
CVE-2019-9755,twitter,73.0,2019-06-05T15:29Z,HIGH
CVE-2021-20585,twitter,1.0,2021-06-01T14:15Z,MEDIUM
CVE-2016-9447,twitter,63.0,2017-01-23T21:59Z,HIGH
CVE-2018-5720,twitter,3.0,2018-01-29T05:29Z,HIGH
CVE-2018-18408,github,1.0,2018-10-17T04:29Z,CRITICAL
CVE-2017-10067,twitter,15.0,2017-08-08T15:29Z,HIGH
CVE-2020-4541,twitter,188.0,2020-08-10T13:15Z,MEDIUM
CVE-2017-12863,github,0.0,2017-08-15T16:29Z,HIGH
CVE-2019-19091,twitter,17.0,2020-04-02T20:15Z,MEDIUM
CVE-2018-13886,twitter,16.0,2019-05-24T17:29Z,CRITICAL
CVE-2018-11222,twitter,1.0,2018-06-16T01:29Z,HIGH
CVE-2020-25655,redhat,25.0,2020-11-09T15:15Z,MEDIUM
CVE-2016-4678,twitter,216.0,2017-02-20T08:59Z,HIGH
CVE-2017-2382,twitter,5.0,2017-04-02T01:59Z,HIGH
CVE-2018-4443,twitter,98.0,2019-04-03T18:29Z,HIGH
CVE-2021-0206,twitter,2.0,2021-01-15T18:15Z,HIGH
CVE-2018-0827,twitter,2.0,2018-02-15T02:29Z,MEDIUM
CVE-2017-2664,redhat,489.0,2018-07-26T14:29Z,MEDIUM
CVE-2018-17472,twitter,6.0,2018-11-14T15:29Z,CRITICAL
CVE-2020-15681,twitter,2.0,2020-10-22T21:15Z,HIGH
CVE-2020-15665,twitter,195.0,2020-10-01T19:15Z,MEDIUM
CVE-2017-1000111,twitter,56.0,2017-10-05T01:29Z,HIGH
CVE-2021-37996,twitter,14.0,2021-11-02T22:15Z,MEDIUM
CVE-2020-11035,twitter,28.0,2020-05-05T22:15Z,CRITICAL
CVE-2016-2110,twitter,13.0,2016-04-25T00:59Z,MEDIUM
CVE-2021-30322,twitter,3.0,2022-02-11T11:15Z,HIGH
CVE-2021-3188,twitter,5.0,2021-01-26T18:16Z,CRITICAL
CVE-2019-5969,twitter,25.0,2019-07-05T14:15Z,MEDIUM
CVE-2018-3818,twitter,53.0,2018-03-30T20:29Z,MEDIUM
CVE-2019-10076,twitter,1.0,2019-05-20T21:29Z,MEDIUM
CVE-2019-10913,github,30.0,2019-05-16T22:29Z,CRITICAL
CVE-2021-2460,twitter,1.0,2021-07-21T00:15Z,MEDIUM
CVE-2019-1010246,github,178.0,2019-07-18T19:15Z,HIGH
CVE-2020-27736,twitter,9.0,2021-04-22T21:15Z,MEDIUM
CVE-2019-8566,twitter,267.0,2019-12-18T18:15Z,LOW
CVE-2018-4063,twitter,7.0,2019-05-06T19:29Z,HIGH
CVE-2017-5149,twitter,28.0,2017-02-13T22:59Z,HIGH
CVE-2018-6346,github,4.0,2018-12-31T22:29Z,HIGH
CVE-2021-3195,github,20.0,2021-01-26T18:16Z,HIGH
CVE-2021-44827,twitter,81.0,2022-03-04T22:15Z,HIGH
CVE-2018-7651,twitter,18.0,2018-03-04T01:29Z,MEDIUM
CVE-2020-5304,twitter,124.0,2020-06-08T17:15Z,HIGH
CVE-2017-5461,twitter,21.0,2017-05-11T01:29Z,CRITICAL
CVE-2020-14502,twitter,719.0,2022-02-24T19:15Z,MEDIUM
CVE-2019-11890,twitter,7.0,2019-07-09T13:15Z,HIGH
CVE-2016-0072,twitter,1.0,2016-02-10T11:59Z,HIGH
CVE-2017-1000106,twitter,1.0,2017-10-05T01:29Z,HIGH
CVE-2017-12676,github,13.0,2017-08-07T21:29Z,MEDIUM
CVE-2020-14598,twitter,153.0,2020-07-15T18:15Z,CRITICAL
CVE-2019-8731,twitter,83.0,2019-12-18T18:15Z,MEDIUM
CVE-2016-6581,twitter,159.0,2017-01-10T15:59Z,HIGH
CVE-2018-1000873,github,71.0,2018-12-20T17:29Z,MEDIUM
CVE-2020-14317,redhat,330.0,2021-06-02T12:15Z,MEDIUM
CVE-2021-27516,github,8.0,2021-02-22T00:15Z,HIGH
CVE-2016-6552,twitter,630.0,2018-07-13T20:29Z,CRITICAL
CVE-2020-17511,twitter,1.0,2020-12-14T10:15Z,MEDIUM
CVE-2019-8565,twitter,240.0,2019-12-18T18:15Z,HIGH
CVE-2021-4112,redhat,267.0,2022-08-25T20:15Z,HIGH
CVE-2018-4878,twitter,5.0,2018-02-06T21:29Z,CRITICAL
CVE-2021-45051,twitter,1.0,2022-01-14T20:15Z,MEDIUM
CVE-2021-45081,twitter,2.0,2022-02-20T18:15Z,MEDIUM
CVE-2021-31351,twitter,5.0,2021-10-19T19:15Z,HIGH
CVE-2019-16511,twitter,7.0,2019-09-19T16:15Z,MEDIUM
CVE-2021-40002,twitter,3.0,2022-01-10T14:10Z,HIGH
CVE-2020-14375,redhat,14.0,2020-09-30T19:15Z,HIGH
CVE-2016-10169,github,82.0,2017-03-14T14:59Z,MEDIUM
CVE-2021-35067,twitter,99.0,2021-10-07T15:15Z,HIGH
CVE-2021-3736,github,377.0,2022-08-23T16:15Z,MEDIUM
CVE-2021-30180,twitter,1.0,2021-06-01T14:15Z,CRITICAL
CVE-2019-14732,github,0.0,2019-08-07T01:15Z,HIGH
CVE-2019-14517,github,10.0,2019-08-01T23:15Z,MEDIUM
CVE-2018-3879,twitter,26.0,2018-08-23T15:29Z,HIGH
CVE-2017-14240,github,4.0,2017-09-11T09:29Z,HIGH
CVE-2019-6775,twitter,88.0,2019-10-04T18:15Z,HIGH
CVE-2019-5146,twitter,3.0,2020-01-25T18:15Z,HIGH
CVE-2018-16976,github,4.0,2018-09-12T22:29Z,HIGH
CVE-2020-11018,twitter,127.0,2020-05-29T17:15Z,MEDIUM
CVE-2018-12805,twitter,10.0,2018-07-20T19:29Z,CRITICAL
CVE-2017-0268,twitter,3.0,2017-05-12T14:29Z,MEDIUM
CVE-2018-5186,twitter,113.0,2018-10-18T13:29Z,CRITICAL
CVE-2020-7663,github,0.0,2020-06-02T19:15Z,HIGH
CVE-2017-1795,twitter,53.0,2018-07-06T14:29Z,MEDIUM
CVE-2021-33909,github,0.0,2021-07-20T19:15Z,HIGH
CVE-2017-1000058,twitter,3.0,2017-07-17T13:18Z,MEDIUM
CVE-2018-15756,twitter,2.0,2018-10-18T22:29Z,HIGH
CVE-2016-8869,github,10.0,2016-11-04T21:59Z,CRITICAL
CVE-2019-19479,github,28.0,2019-12-01T23:15Z,MEDIUM
CVE-2019-14884,redhat,71.0,2020-03-18T13:15Z,MEDIUM
CVE-2018-19541,github,135.0,2018-11-26T03:29Z,HIGH
CVE-2017-15983,twitter,1.0,2017-10-31T07:29Z,CRITICAL
CVE-2020-11956,twitter,4.0,2020-07-14T14:15Z,CRITICAL
CVE-2020-6686,twitter,339.0,2021-01-12T20:15Z,
CVE-2021-22908,twitter,9.0,2021-05-27T12:15Z,HIGH
CVE-2018-18798,twitter,3.0,2019-03-21T16:00Z,CRITICAL
CVE-2016-7229,twitter,2.0,2016-11-10T06:59Z,HIGH
CVE-2021-37654,github,12.0,2021-08-12T21:15Z,HIGH
CVE-2017-13991,twitter,1.0,2017-09-30T01:29Z,MEDIUM
CVE-2019-17123,twitter,4.0,2019-12-13T18:15Z,HIGH
CVE-2018-6611,github,0.0,2018-02-04T12:29Z,HIGH
CVE-2017-6022,twitter,98.0,2017-06-30T03:29Z,CRITICAL
CVE-2016-3239,twitter,1.0,2016-07-13T01:59Z,HIGH
CVE-2019-1867,twitter,3.0,2019-05-10T12:29Z,CRITICAL
CVE-2021-30779,twitter,47.0,2021-09-08T14:15Z,HIGH
CVE-2016-3256,twitter,1.0,2016-07-13T01:59Z,MEDIUM
CVE-2021-39941,twitter,6.0,2021-12-13T16:15Z,MEDIUM
CVE-2019-10276,github,0.0,2019-03-29T07:29Z,CRITICAL
CVE-2016-7287,twitter,7.0,2016-12-20T06:59Z,HIGH
CVE-2019-7648,github,19.0,2019-02-08T17:29Z,HIGH
CVE-2018-1297,twitter,2.0,2018-02-13T12:29Z,CRITICAL
CVE-2020-0548,twitter,1.0,2020-01-28T01:15Z,MEDIUM
CVE-2021-40035,twitter,3.0,2022-01-10T14:10Z,HIGH
CVE-2019-11395,twitter,1.0,2019-04-22T11:29Z,CRITICAL
CVE-2016-9738,twitter,1.0,2017-06-27T16:29Z,HIGH
CVE-2017-1000036,twitter,3.0,2017-07-17T13:18Z,
CVE-2017-3087,twitter,7.0,2017-06-20T17:29Z,HIGH
CVE-2020-11651,twitter,1.0,2020-04-30T17:15Z,CRITICAL
CVE-2016-10030,github,0.0,2017-01-05T11:59Z,HIGH
CVE-2017-0816,twitter,1.0,2017-10-04T01:29Z,MEDIUM
CVE-2019-10142,redhat,74.0,2019-07-30T17:15Z,HIGH
CVE-2020-20347,github,727.0,2021-09-01T22:15Z,MEDIUM
CVE-2021-45441,twitter,4.0,2022-01-10T14:10Z,HIGH
CVE-2020-21677,github,595.0,2021-08-10T21:15Z,MEDIUM
CVE-2020-26759,github,116.0,2021-01-06T13:15Z,CRITICAL
CVE-2018-3628,twitter,97.0,2018-07-10T21:29Z,HIGH
CVE-2017-3631,twitter,1.0,2017-06-22T13:29Z,MEDIUM
CVE-2020-17048,twitter,1.0,2020-11-11T07:15Z,HIGH
CVE-2020-26282,github,10.0,2020-12-24T21:15Z,CRITICAL
CVE-2019-9094,twitter,3.0,2019-03-21T16:01Z,MEDIUM
CVE-2021-34832,twitter,5.0,2021-08-04T16:15Z,HIGH
CVE-2017-7541,github,12.0,2017-07-25T04:29Z,HIGH
CVE-2021-30837,twitter,29.0,2021-10-19T14:15Z,HIGH
CVE-2020-7733,github,4.0,2020-09-16T14:15Z,HIGH
CVE-2020-11457,github,23.0,2020-04-01T16:15Z,MEDIUM
CVE-2017-12465,github,183.0,2018-02-07T17:29Z,CRITICAL
CVE-2017-17883,github,33.0,2017-12-27T17:08Z,MEDIUM
CVE-2019-8240,twitter,2.0,2019-11-14T16:15Z,HIGH
CVE-2017-8970,twitter,84.0,2018-02-15T22:29Z,MEDIUM
CVE-2020-11191,twitter,1.0,2021-04-07T08:15Z,CRITICAL
CVE-2021-45930,github,65.0,2022-01-01T01:15Z,MEDIUM
CVE-2021-20293,redhat,77.0,2021-06-10T12:15Z,MEDIUM
CVE-2021-39256,twitter,8.0,2021-09-07T15:15Z,HIGH
CVE-2021-41200,github,274.0,2021-11-05T20:15Z,MEDIUM
CVE-2017-15125,redhat,244.0,2018-07-27T15:29Z,MEDIUM
CVE-2021-43208,twitter,1.0,2021-11-10T01:19Z,HIGH
CVE-2020-12595,twitter,1.0,2020-12-10T06:15Z,MEDIUM
CVE-2018-20648,twitter,1.0,2019-03-21T16:00Z,HIGH
CVE-2018-1000531,github,55.0,2018-06-26T16:29Z,HIGH
CVE-2017-7394,github,2.0,2017-04-01T02:59Z,HIGH
CVE-2020-11116,twitter,35.0,2020-09-08T10:15Z,CRITICAL
CVE-2018-18260,twitter,4.0,2018-10-15T19:29Z,MEDIUM
CVE-2017-2499,twitter,7.0,2017-05-22T05:29Z,HIGH
CVE-2016-5407,twitter,67.0,2016-12-13T20:59Z,CRITICAL
CVE-2020-17002,twitter,2.0,2020-12-10T00:15Z,CRITICAL
CVE-2020-7373,github,81.0,2020-10-30T17:15Z,CRITICAL
CVE-2017-3210,twitter,455.0,2018-07-24T15:29Z,HIGH
CVE-2021-23214,github,116.0,2022-03-04T16:15Z,HIGH
CVE-2016-9739,twitter,23.0,2017-02-01T22:59Z,HIGH
CVE-2019-1077,twitter,6.0,2019-07-15T19:15Z,MEDIUM
CVE-2019-14359,twitter,5.0,2019-08-12T23:15Z,LOW
CVE-2016-6085,twitter,27.0,2017-02-01T20:59Z,MEDIUM
CVE-2019-15021,twitter,8.0,2019-10-09T21:15Z,MEDIUM
CVE-2020-24444,twitter,2.0,2020-12-10T06:15Z,MEDIUM
CVE-2021-36371,github,86.0,2021-07-09T21:15Z,LOW
CVE-2020-19751,github,792.0,2021-09-07T20:15Z,CRITICAL
CVE-2020-25783,twitter,2.0,2021-01-28T03:15Z,CRITICAL
CVE-2017-14846,twitter,1.0,2017-09-28T01:29Z,HIGH
CVE-2017-12978,github,1.0,2017-08-21T07:29Z,MEDIUM
CVE-2017-14953,twitter,3.0,2017-12-01T17:29Z,MEDIUM
CVE-2017-14464,twitter,37.0,2018-04-05T21:29Z,CRITICAL
CVE-2019-1010094,github,415.0,2019-07-18T13:15Z,HIGH
CVE-2019-20839,github,437.0,2020-06-17T16:15Z,HIGH
CVE-2021-32157,twitter,3.0,2022-04-11T06:15Z,CRITICAL
CVE-2018-0618,twitter,31.0,2018-07-26T17:29Z,MEDIUM
CVE-2018-8467,twitter,1.0,2018-09-13T00:29Z,HIGH
CVE-2021-20532,twitter,1.0,2021-04-26T17:15Z,HIGH
CVE-2020-14372,redhat,188.0,2021-03-03T17:15Z,HIGH
CVE-2017-2595,redhat,560.0,2018-07-27T15:29Z,MEDIUM
CVE-2018-20334,twitter,349.0,2020-03-20T01:15Z,CRITICAL
CVE-2019-13296,github,16.0,2019-07-05T01:15Z,MEDIUM
CVE-2018-11741,twitter,24.0,2018-12-26T21:29Z,CRITICAL
CVE-2021-3730,github,3.0,2021-08-23T13:15Z,MEDIUM
CVE-2021-21228,twitter,3.0,2021-04-30T21:15Z,MEDIUM
CVE-2016-9432,github,117.0,2016-12-12T02:59Z,MEDIUM
CVE-2020-29669,twitter,4.0,2020-12-14T02:15Z,HIGH
CVE-2017-8694,twitter,3.0,2017-10-13T13:29Z,HIGH
CVE-2021-4034,redhat,368.0,2022-01-28T20:15Z,HIGH
CVE-2020-11078,github,0.0,2020-05-20T16:15Z,MEDIUM
CVE-2020-4070,github,3.0,2020-06-22T16:15Z,MEDIUM
CVE-2019-9976,twitter,16.0,2019-04-11T19:29Z,HIGH
CVE-2017-9227,github,2.0,2017-05-24T15:29Z,CRITICAL
CVE-2017-17871,twitter,3.0,2017-12-27T17:08Z,CRITICAL
CVE-2021-43892,twitter,1.0,2021-12-15T15:15Z,HIGH
CVE-2019-9157,twitter,27.0,2019-06-05T19:29Z,MEDIUM
CVE-2020-13433,github,2.0,2020-05-24T22:15Z,CRITICAL
CVE-2021-41751,github,169.0,2022-04-05T16:15Z,CRITICAL
CVE-2020-25507,twitter,4.0,2020-12-28T20:15Z,HIGH
CVE-2021-27213,github,0.0,2021-02-14T04:15Z,CRITICAL
CVE-2021-0696,twitter,8.0,2022-10-11T20:15Z,HIGH
CVE-2021-33123,twitter,1.0,2022-05-12T17:15Z,HIGH
CVE-2017-14628,github,2.0,2017-09-21T07:29Z,CRITICAL
CVE-2021-31478,twitter,13.0,2021-06-15T19:15Z,HIGH
CVE-2020-0851,twitter,1.0,2020-03-12T16:15Z,HIGH
CVE-2020-1380,twitter,6.0,2020-08-17T19:15Z,HIGH
CVE-2019-3888,redhat,75.0,2019-06-12T14:29Z,CRITICAL
CVE-2020-28481,github,81.0,2021-01-19T15:15Z,MEDIUM
CVE-2021-40123,twitter,1.0,2021-10-21T03:15Z,MEDIUM
CVE-2017-17328,twitter,75.0,2018-03-09T17:29Z,MEDIUM
CVE-2017-5129,twitter,36.0,2018-02-07T23:29Z,HIGH
CVE-2021-1811,twitter,134.0,2021-09-08T15:15Z,MEDIUM
CVE-2021-20257,redhat,391.0,2022-03-16T15:15Z,MEDIUM
CVE-2017-13141,github,30.0,2017-08-23T06:29Z,MEDIUM
CVE-2020-12049,twitter,4.0,2020-06-08T17:15Z,MEDIUM
CVE-2020-11008,github,1.0,2020-04-21T19:15Z,HIGH
CVE-2016-8222,twitter,12.0,2016-11-30T15:59Z,MEDIUM
CVE-2021-26556,twitter,177.0,2021-10-07T01:15Z,HIGH
CVE-2019-9540,twitter,14.0,2020-01-03T22:15Z,MEDIUM
CVE-2018-1009,twitter,1.0,2018-04-12T01:29Z,HIGH
CVE-2019-12498,twitter,284.0,2020-03-20T19:15Z,CRITICAL
CVE-2017-6438,github,19.0,2017-03-15T14:59Z,HIGH
CVE-2019-16914,github,86.0,2019-09-26T18:15Z,MEDIUM
CVE-2017-1000426,github,141.0,2018-01-02T21:29Z,MEDIUM
CVE-2018-7707,twitter,2.0,2018-03-15T01:29Z,MEDIUM
CVE-2017-3105,twitter,80.0,2017-12-01T08:29Z,MEDIUM
CVE-2016-7257,twitter,3.0,2016-12-20T06:59Z,MEDIUM
CVE-2021-45788,github,282.0,2022-09-29T03:15Z,HIGH
CVE-2020-22617,github,576.0,2021-10-08T20:15Z,CRITICAL
CVE-2020-0339,twitter,8.0,2020-10-14T14:15Z,CRITICAL
CVE-2021-45829,github,16.0,2022-01-03T22:15Z,MEDIUM
CVE-2019-7334,github,11.0,2019-02-04T19:29Z,MEDIUM
CVE-2018-0317,twitter,154.0,2018-06-07T12:29Z,HIGH
CVE-2020-18899,github,890.0,2021-08-19T22:15Z,MEDIUM
CVE-2018-4228,twitter,10.0,2018-06-08T18:29Z,HIGH
CVE-2019-7792,twitter,1.0,2019-05-22T15:29Z,CRITICAL
CVE-2020-3433,twitter,12.0,2020-08-17T18:15Z,HIGH
CVE-2020-11252,twitter,258.0,2021-04-07T08:15Z,MEDIUM
CVE-2021-23042,twitter,19.0,2021-09-14T15:15Z,HIGH
CVE-2018-8396,twitter,1.0,2018-08-15T17:29Z,MEDIUM
CVE-2021-40048,twitter,3.0,2022-03-10T17:43Z,HIGH
CVE-2017-11874,twitter,1.0,2017-11-15T03:29Z,LOW
CVE-2021-46743,github,237.0,2022-03-29T07:15Z,CRITICAL
CVE-2020-15123,github,62.0,2020-07-20T18:15Z,CRITICAL
CVE-2016-7055,twitter,175.0,2017-05-04T20:29Z,MEDIUM
CVE-2017-12598,github,2.0,2017-08-07T01:29Z,HIGH
CVE-2020-15191,github,6.0,2020-09-25T19:15Z,MEDIUM
CVE-2016-3924,twitter,6.0,2016-10-10T10:59Z,MEDIUM
CVE-2021-3981,redhat,113.0,2022-03-10T17:43Z,LOW
CVE-2018-14922,twitter,8.0,2018-08-14T18:29Z,MEDIUM
CVE-2016-8468,twitter,7.0,2017-01-12T20:59Z,HIGH
CVE-2019-5783,twitter,18.0,2019-02-19T17:29Z,HIGH
CVE-2017-0189,twitter,1.0,2017-04-12T14:59Z,HIGH
CVE-2017-9683,twitter,8.0,2017-10-10T20:29Z,HIGH
CVE-2016-10398,twitter,3.0,2017-07-17T13:18Z,MEDIUM
CVE-2021-21285,github,0.0,2021-02-02T18:15Z,MEDIUM
CVE-2021-32626,github,0.0,2021-10-04T18:15Z,HIGH
CVE-2020-20189,github,473.0,2020-12-14T21:15Z,CRITICAL
CVE-2020-35503,redhat,160.0,2021-06-02T14:15Z,MEDIUM
CVE-2016-7568,github,12.0,2016-09-28T20:59Z,CRITICAL
CVE-2020-6699,twitter,305.0,2021-01-12T20:15Z,
CVE-2018-11375,github,33.0,2018-05-22T19:29Z,MEDIUM
CVE-2020-15794,twitter,174.0,2020-10-15T19:15Z,MEDIUM
CVE-2017-14261,github,2.0,2017-09-11T09:29Z,HIGH
CVE-2016-7422,twitter,71.0,2016-12-10T00:59Z,MEDIUM
CVE-2020-19001,github,865.0,2021-08-27T19:15Z,CRITICAL
CVE-2017-12138,github,14.0,2017-08-02T05:29Z,MEDIUM
CVE-2018-13879,github,54.0,2018-07-11T01:29Z,MEDIUM
CVE-2020-7042,github,44.0,2020-02-27T18:15Z,MEDIUM
CVE-2016-6354,github,206.0,2016-09-21T14:25Z,CRITICAL
CVE-2019-10135,redhat,58.0,2019-07-11T19:15Z,HIGH
CVE-2021-21149,twitter,6.0,2021-02-22T22:15Z,HIGH
CVE-2021-27950,twitter,113.0,2021-07-02T15:15Z,HIGH
CVE-2020-12003,twitter,14.0,2020-06-15T20:15Z,HIGH
CVE-2021-41746,github,33.0,2021-10-29T18:15Z,HIGH
CVE-2018-7719,twitter,14.0,2018-03-25T16:29Z,HIGH
CVE-2021-40049,twitter,3.0,2022-03-10T17:43Z,HIGH
